"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","710","userCanGenerateAuthTokenTest()","","Sat Feb 14 08:20:58 UTC 2026","passed","Sat Feb 14 08:20:58 UTC 2026","","Iteration_1.api.LoginUserTest","Iteration_1.api.LoginUserTest","userCanGenerateAuthTokenTest"
"","69","adminCanCreateUserTest()","","Sat Feb 14 08:20:57 UTC 2026","broken","Sat Feb 14 08:20:57 UTC 2026","","Iteration_1.ui.CreateUserTest","Iteration_1.ui.CreateUserTest","adminCanCreateUserTest"
"","2389","depositWithInvalidData(double, String) [1] balance=-0.1, errorValue=Invalid account or amount","","Sat Feb 14 08:21:00 UTC 2026","passed","Sat Feb 14 08:21:03 UTC 2026","","Iteration_2.api.CreateUsersDepositTest","Iteration_2.api.CreateUsersDepositTest","depositWithInvalidData"
"","3221","UsersDepositCorrectSum()","","Sat Feb 14 08:20:56 UTC 2026","passed","Sat Feb 14 08:20:59 UTC 2026","","Iteration_2.api.CreateUsersDepositTest","Iteration_2.api.CreateUsersDepositTest","UsersDepositCorrectSum"
"","432","getAllUsersAsList()","","Sat Feb 14 08:20:56 UTC 2026","passed","Sat Feb 14 08:20:57 UTC 2026","","Iteration_2.api.GetAllUsersTest","Iteration_2.api.GetAllUsersTest","getAllUsersAsList"
"","2586","depositWithInvalidData(double, String) [3] balance=5000.1, errorValue=Deposit amount exceeds the 5000 limit","","Sat Feb 14 08:20:59 UTC 2026","passed","Sat Feb 14 08:21:02 UTC 2026","","Iteration_2.api.CreateUsersDepositTest","Iteration_2.api.CreateUsersDepositTest","depositWithInvalidData"
"","254","adminCanGenerateAuthTokenTest()","","Sat Feb 14 08:20:57 UTC 2026","passed","Sat Feb 14 08:20:58 UTC 2026","","Iteration_1.api.LoginUserTest","Iteration_1.api.LoginUserTest","adminCanGenerateAuthTokenTest"
"","1640","transferWithInvalidData(Long, Long, Double, String) [1] User1ID=6, User2ID=7, amount=-0.1, errorValue=Invalid transfer: insufficient funds or invalid accounts","","Sat Feb 14 08:21:03 UTC 2026","passed","Sat Feb 14 08:21:04 UTC 2026","","Iteration_2.api.CreateUserTransfersTest","Iteration_2.api.CreateUserTransfersTest","transferWithInvalidData"
"","2037","depositToIncorrectAcc()","","Sat Feb 14 08:20:58 UTC 2026","passed","Sat Feb 14 08:21:00 UTC 2026","","Iteration_2.api.CreateUsersDepositTest","Iteration_2.api.CreateUsersDepositTest","depositToIncorrectAcc"
"","394","depositInvalidValue()","","Sat Feb 14 08:20:56 UTC 2026","broken","Sat Feb 14 08:20:56 UTC 2026","","Iteration_2.ui.CreateUserDepositTest","Iteration_2.ui.CreateUserDepositTest","depositInvalidValue"
