"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","955","userCanGenerateAuthTokenTest()","","Sat Feb 14 09:29:41 UTC 2026","passed","Sat Feb 14 09:29:42 UTC 2026","","Iteration_1.api.LoginUserTest","Iteration_1.api.LoginUserTest","userCanGenerateAuthTokenTest"
"","626","userCanLoginWithCorrectDataTest()","","Sat Feb 14 09:29:40 UTC 2026","broken","Sat Feb 14 09:29:41 UTC 2026","","Iteration_1.ui.LoginUserTest","Iteration_1.ui.LoginUserTest","userCanLoginWithCorrectDataTest"
"","2749","depositToForeignAcc()","","Sat Feb 14 09:29:43 UTC 2026","passed","Sat Feb 14 09:29:46 UTC 2026","","Iteration_2.api.CreateUsersDepositTest","Iteration_2.api.CreateUsersDepositTest","depositToForeignAcc"
"","569","depositInvalidValue()","","Sat Feb 14 09:29:39 UTC 2026","broken","Sat Feb 14 09:29:40 UTC 2026","","Iteration_2.ui.CreateUserDepositTest","Iteration_2.ui.CreateUserDepositTest","depositInvalidValue"
"","3823","transferWIthCorrectValue()","","Sat Feb 14 09:29:35 UTC 2026","broken","Sat Feb 14 09:29:39 UTC 2026","","Iteration_2.ui.CreateUserTransferTest","Iteration_2.ui.CreateUserTransferTest","transferWIthCorrectValue"
"","4947","transferWithInvalidData(Long, Long, Double, String) [3] User1ID=6, User2ID=7, amount=10000.1, errorValue=Transfer amount cannot exceed 10000","","Sat Feb 14 09:29:40 UTC 2026","passed","Sat Feb 14 09:29:45 UTC 2026","","Iteration_2.api.CreateUserTransfersTest","Iteration_2.api.CreateUserTransfersTest","transferWithInvalidData"
"","48","adminCanNotCreateWithInvalidDataTest()","","Sat Feb 14 09:29:40 UTC 2026","broken","Sat Feb 14 09:29:40 UTC 2026","","Iteration_1.ui.CreateUserTest","Iteration_1.ui.CreateUserTest","adminCanNotCreateWithInvalidDataTest"
"","3751","transferWithBalanceLessTransferSumm()","","Sat Feb 14 09:29:41 UTC 2026","passed","Sat Feb 14 09:29:45 UTC 2026","","Iteration_2.api.CreateUserTransfersTest","Iteration_2.api.CreateUserTransfersTest","transferWithBalanceLessTransferSumm"
"","74","adminCanCreateUserTest()","","Sat Feb 14 09:29:40 UTC 2026","broken","Sat Feb 14 09:29:40 UTC 2026","","Iteration_1.ui.CreateUserTest","Iteration_1.ui.CreateUserTest","adminCanCreateUserTest"
"","2235","transferWithInvalidData(Long, Long, Double, String) [2] User1ID=6, User2ID=7, amount=0.0, errorValue=Invalid transfer: insufficient funds or invalid accounts","","Sat Feb 14 09:29:45 UTC 2026","passed","Sat Feb 14 09:29:47 UTC 2026","","Iteration_2.api.CreateUserTransfersTest","Iteration_2.api.CreateUserTransfersTest","transferWithInvalidData"
"","555","userCanCreateAccountTest()","","Sat Feb 14 09:29:40 UTC 2026","broken","Sat Feb 14 09:29:41 UTC 2026","","Iteration_1.ui.CreateAccountTest","Iteration_1.ui.CreateAccountTest","userCanCreateAccountTest"
"","0","changeNameWithIncorrectData()","","Sat Feb 14 09:29:35 UTC 2026","skipped","Sat Feb 14 09:29:35 UTC 2026","","Iteration_2.ui.ChangeNameProfileTest","Iteration_2.ui.ChangeNameProfileTest","changeNameWithIncorrectData"
"","1729","depositToIncorrectAcc()","","Sat Feb 14 09:29:41 UTC 2026","passed","Sat Feb 14 09:29:43 UTC 2026","","Iteration_2.api.CreateUsersDepositTest","Iteration_2.api.CreateUsersDepositTest","depositToIncorrectAcc"
"","1463","adminCanNotCreateUserWithInvalidData(String, String, String, String, List) [1] username=  , password=Password33$, role=USER, errorKey=username, errorValues=[Username must contain only letters, digits, dashes, underscores, and dots, Username cannot be blank, Username must be between 3 and 15 characters]","","Sat Feb 14 09:29:39 UTC 2026","passed","Sat Feb 14 09:29:41 UTC 2026","","Iteration_1.api.CreateUserTest","Iteration_1.api.CreateUserTest","adminCanNotCreateUserWithInvalidData"
"","4069","userCanCreateAccountTest()","","Sat Feb 14 09:29:35 UTC 2026","passed","Sat Feb 14 09:29:39 UTC 2026","","Iteration_1.api.CreateAccountTest","Iteration_1.api.CreateAccountTest","userCanCreateAccountTest"
"","461","adminCanCreateUserWithCorrectData()","","Sat Feb 14 09:29:41 UTC 2026","passed","Sat Feb 14 09:29:41 UTC 2026","","Iteration_1.api.CreateUserTest","Iteration_1.api.CreateUserTest","adminCanCreateUserWithCorrectData"
"","0","UpdateCustomerProfileNameWithInvalidData(String)","","Sat Feb 14 09:29:40 UTC 2026","skipped","Sat Feb 14 09:29:40 UTC 2026","","Iteration_2.api.ChangeNameProfileTest","Iteration_2.api.ChangeNameProfileTest","UpdateCustomerProfileNameWithInvalidData"
"","3982","tranfserValidSumm()","","Sat Feb 14 09:29:42 UTC 2026","passed","Sat Feb 14 09:29:46 UTC 2026","","Iteration_2.api.CreateUserTransfersTest","Iteration_2.api.CreateUserTransfersTest","tranfserValidSumm"
"","2548","depositWithInvalidData(double, String) [3] balance=5000.1, errorValue=Deposit amount exceeds the 5000 limit","","Sat Feb 14 09:29:42 UTC 2026","passed","Sat Feb 14 09:29:44 UTC 2026","","Iteration_2.api.CreateUsersDepositTest","Iteration_2.api.CreateUsersDepositTest","depositWithInvalidData"
"","468","adminCanNotCreateUserWithInvalidData(String, String, String, String, List) [2] username=ab, password=Password33$, role=USER, errorKey=username, errorValues=[Username must be between 3 and 15 characters]","","Sat Feb 14 09:29:41 UTC 2026","passed","Sat Feb 14 09:29:41 UTC 2026","","Iteration_1.api.CreateUserTest","Iteration_1.api.CreateUserTest","adminCanNotCreateUserWithInvalidData"
"","0","transferWithInvalidData(Double, String)","","Sat Feb 14 09:29:41 UTC 2026","skipped","Sat Feb 14 09:29:41 UTC 2026","","Iteration_1.api.TransferWithFraudCheckTest","Iteration_1.api.TransferWithFraudCheckTest","transferWithInvalidData"
"","3826","userCreateDeposit()","","Sat Feb 14 09:29:35 UTC 2026","broken","Sat Feb 14 09:29:39 UTC 2026","","Iteration_2.ui.CreateUserDepositTest","Iteration_2.ui.CreateUserDepositTest","userCreateDeposit"
"","311","adminCanGenerateAuthTokenTest()","","Sat Feb 14 09:29:41 UTC 2026","passed","Sat Feb 14 09:29:41 UTC 2026","","Iteration_1.api.LoginUserTest","Iteration_1.api.LoginUserTest","adminCanGenerateAuthTokenTest"
"","940","transferToNonExistAcc()","","Sat Feb 14 09:29:39 UTC 2026","broken","Sat Feb 14 09:29:40 UTC 2026","","Iteration_2.ui.CreateUserTransferTest","Iteration_2.ui.CreateUserTransferTest","transferToNonExistAcc"
"","0","UpdateCustomerProfile()","","Sat Feb 14 09:29:40 UTC 2026","skipped","Sat Feb 14 09:29:40 UTC 2026","","Iteration_2.api.ChangeNameProfileTest","Iteration_2.api.ChangeNameProfileTest","UpdateCustomerProfile"
"","484","getAllUsersAsList()","","Sat Feb 14 09:29:40 UTC 2026","passed","Sat Feb 14 09:29:40 UTC 2026","","Iteration_2.api.GetAllUsersTest","Iteration_2.api.GetAllUsersTest","getAllUsersAsList"
"","6151","depositWithInvalidData(double, String) [2] balance=0.0, errorValue=Invalid account or amount","","Sat Feb 14 09:29:36 UTC 2026","passed","Sat Feb 14 09:29:42 UTC 2026","","Iteration_2.api.CreateUsersDepositTest","Iteration_2.api.CreateUsersDepositTest","depositWithInvalidData"
"","0","testTransferWithFraudCheck()","","Sat Feb 14 09:29:41 UTC 2026","skipped","Sat Feb 14 09:29:41 UTC 2026","","Iteration_1.api.TransferWithFraudCheckTest","Iteration_1.api.TransferWithFraudCheckTest","testTransferWithFraudCheck"
"","6","changeNameWithCorrectData()","","Sat Feb 14 09:29:35 UTC 2026","skipped","Sat Feb 14 09:29:35 UTC 2026","","Iteration_2.ui.ChangeNameProfileTest","Iteration_2.ui.ChangeNameProfileTest","changeNameWithCorrectData"
"","175","adminCanLoginWithCorrectDataTest()","","Sat Feb 14 09:29:40 UTC 2026","broken","Sat Feb 14 09:29:40 UTC 2026","","Iteration_1.ui.LoginUserTest","Iteration_1.ui.LoginUserTest","adminCanLoginWithCorrectDataTest"
"","2027","transferWithInvalidData(Long, Long, Double, String) [1] User1ID=6, User2ID=7, amount=-0.1, errorValue=Invalid transfer: insufficient funds or invalid accounts","","Sat Feb 14 09:29:45 UTC 2026","passed","Sat Feb 14 09:29:47 UTC 2026","","Iteration_2.api.CreateUserTransfersTest","Iteration_2.api.CreateUserTransfersTest","transferWithInvalidData"
"","3380","UsersDepositCorrectSum()","","Sat Feb 14 09:29:40 UTC 2026","passed","Sat Feb 14 09:29:43 UTC 2026","","Iteration_2.api.CreateUsersDepositTest","Iteration_2.api.CreateUsersDepositTest","UsersDepositCorrectSum"
"","2086","depositWithInvalidData(double, String) [1] balance=-0.1, errorValue=Invalid account or amount","","Sat Feb 14 09:29:43 UTC 2026","passed","Sat Feb 14 09:29:45 UTC 2026","","Iteration_2.api.CreateUsersDepositTest","Iteration_2.api.CreateUsersDepositTest","depositWithInvalidData"
