"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","0","changeNameWithIncorrectData()","","Sat Feb 14 08:27:45 UTC 2026","skipped","Sat Feb 14 08:27:45 UTC 2026","","Iteration_2.ui.ChangeNameProfileTest","Iteration_2.ui.ChangeNameProfileTest","changeNameWithIncorrectData"
"","2242","depositWithInvalidData(double, String) [1] balance=-0.1, errorValue=Invalid account or amount","","Sat Feb 14 08:27:53 UTC 2026","passed","Sat Feb 14 08:27:55 UTC 2026","","Iteration_2.api.CreateUsersDepositTest","Iteration_2.api.CreateUsersDepositTest","depositWithInvalidData"
"","152","adminCanLoginWithCorrectDataTest()","","Sat Feb 14 08:27:49 UTC 2026","broken","Sat Feb 14 08:27:49 UTC 2026","","Iteration_1.ui.LoginUserTest","Iteration_1.ui.LoginUserTest","adminCanLoginWithCorrectDataTest"
"","431","depositInvalidValue()","","Sat Feb 14 08:27:48 UTC 2026","broken","Sat Feb 14 08:27:49 UTC 2026","","Iteration_2.ui.CreateUserDepositTest","Iteration_2.ui.CreateUserDepositTest","depositInvalidValue"
"","432","adminCanCreateUserWithCorrectData()","","Sat Feb 14 08:27:50 UTC 2026","passed","Sat Feb 14 08:27:51 UTC 2026","","Iteration_1.api.CreateUserTest","Iteration_1.api.CreateUserTest","adminCanCreateUserWithCorrectData"
"","291","adminCanNotCreateUserWithInvalidData(String, String, String, String, List) [2] username=ab, password=Password33$, role=USER, errorKey=username, errorValues=[Username must be between 3 and 15 characters]","","Sat Feb 14 08:27:51 UTC 2026","passed","Sat Feb 14 08:27:52 UTC 2026","","Iteration_1.api.CreateUserTest","Iteration_1.api.CreateUserTest","adminCanNotCreateUserWithInvalidData"
"","6123","depositWithInvalidData(double, String) [2] balance=0.0, errorValue=Invalid account or amount","","Sat Feb 14 08:27:45 UTC 2026","passed","Sat Feb 14 08:27:51 UTC 2026","","Iteration_2.api.CreateUsersDepositTest","Iteration_2.api.CreateUsersDepositTest","depositWithInvalidData"
"","3405","userCreateDeposit()","","Sat Feb 14 08:27:45 UTC 2026","broken","Sat Feb 14 08:27:48 UTC 2026","","Iteration_2.ui.CreateUserDepositTest","Iteration_2.ui.CreateUserDepositTest","userCreateDeposit"
"","554","userCanCreateAccountTest()","","Sat Feb 14 08:27:50 UTC 2026","broken","Sat Feb 14 08:27:50 UTC 2026","","Iteration_1.ui.CreateAccountTest","Iteration_1.ui.CreateAccountTest","userCanCreateAccountTest"
"","1","changeNameWithCorrectData()","","Sat Feb 14 08:27:45 UTC 2026","skipped","Sat Feb 14 08:27:45 UTC 2026","","Iteration_2.ui.ChangeNameProfileTest","Iteration_2.ui.ChangeNameProfileTest","changeNameWithCorrectData"
"","918","transferToNonExistAcc()","","Sat Feb 14 08:27:48 UTC 2026","broken","Sat Feb 14 08:27:49 UTC 2026","","Iteration_2.ui.CreateUserTransferTest","Iteration_2.ui.CreateUserTransferTest","transferToNonExistAcc"
"","2811","depositWithInvalidData(double, String) [3] balance=5000.1, errorValue=Deposit amount exceeds the 5000 limit","","Sat Feb 14 08:27:51 UTC 2026","passed","Sat Feb 14 08:27:54 UTC 2026","","Iteration_2.api.CreateUsersDepositTest","Iteration_2.api.CreateUsersDepositTest","depositWithInvalidData"
"","2067","depositToIncorrectAcc()","","Sat Feb 14 08:27:51 UTC 2026","passed","Sat Feb 14 08:27:53 UTC 2026","","Iteration_2.api.CreateUsersDepositTest","Iteration_2.api.CreateUsersDepositTest","depositToIncorrectAcc"
"","4068","transferWithBalanceLessTransferSumm()","","Sat Feb 14 08:27:51 UTC 2026","passed","Sat Feb 14 08:27:55 UTC 2026","","Iteration_2.api.CreateUserTransfersTest","Iteration_2.api.CreateUserTransfersTest","transferWithBalanceLessTransferSumm"
"","4450","userCanCreateAccountTest()","","Sat Feb 14 08:27:45 UTC 2026","passed","Sat Feb 14 08:27:49 UTC 2026","","Iteration_1.api.CreateAccountTest","Iteration_1.api.CreateAccountTest","userCanCreateAccountTest"
"","2329","UsersDepositCorrectSum()","","Sat Feb 14 08:27:50 UTC 2026","passed","Sat Feb 14 08:27:52 UTC 2026","","Iteration_2.api.CreateUsersDepositTest","Iteration_2.api.CreateUsersDepositTest","UsersDepositCorrectSum"
"","0","UpdateCustomerProfile()","","Sat Feb 14 08:27:49 UTC 2026","skipped","Sat Feb 14 08:27:49 UTC 2026","","Iteration_2.api.ChangeNameProfileTest","Iteration_2.api.ChangeNameProfileTest","UpdateCustomerProfile"
"","0","transferWithInvalidData(Double, String)","","Sat Feb 14 08:27:50 UTC 2026","skipped","Sat Feb 14 08:27:50 UTC 2026","","Iteration_1.api.TransferWithFraudCheckTest","Iteration_1.api.TransferWithFraudCheckTest","transferWithInvalidData"
"","2000","adminCanNotCreateUserWithInvalidData(String, String, String, String, List) [1] username=  , password=Password33$, role=USER, errorKey=username, errorValues=[Username must contain only letters, digits, dashes, underscores, and dots, Username cannot be blank, Username must be between 3 and 15 characters]","","Sat Feb 14 08:27:49 UTC 2026","passed","Sat Feb 14 08:27:51 UTC 2026","","Iteration_1.api.CreateUserTest","Iteration_1.api.CreateUserTest","adminCanNotCreateUserWithInvalidData"
"","4008","transferWithInvalidData(Long, Long, Double, String) [3] User1ID=6, User2ID=7, amount=10000.1, errorValue=Transfer amount cannot exceed 10000","","Sat Feb 14 08:27:49 UTC 2026","passed","Sat Feb 14 08:27:53 UTC 2026","","Iteration_2.api.CreateUserTransfersTest","Iteration_2.api.CreateUserTransfersTest","transferWithInvalidData"
