"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","0","changeNameWithIncorrectData()","","Fri Feb 13 20:13:41 UTC 2026","skipped","Fri Feb 13 20:13:41 UTC 2026","","Iteration_2.ui.ChangeNameProfileTest","Iteration_2.ui.ChangeNameProfileTest","changeNameWithIncorrectData"
"","0","UpdateCustomerProfile()","","Fri Feb 13 20:13:44 UTC 2026","skipped","Fri Feb 13 20:13:44 UTC 2026","","Iteration_2.api.ChangeNameProfileTest","Iteration_2.api.ChangeNameProfileTest","UpdateCustomerProfile"
"","440","adminCanCreateUserWithCorrectData()","","Fri Feb 13 20:13:46 UTC 2026","passed","Fri Feb 13 20:13:46 UTC 2026","","Iteration_1.api.CreateUserTest","Iteration_1.api.CreateUserTest","adminCanCreateUserWithCorrectData"
"","4303","tranfserValidSumm()","","Fri Feb 13 20:13:47 UTC 2026","passed","Fri Feb 13 20:13:51 UTC 2026","","Iteration_2.api.CreateUserTransfersTest","Iteration_2.api.CreateUserTransfersTest","tranfserValidSumm"
"","2033","depositToIncorrectAcc()","","Fri Feb 13 20:13:47 UTC 2026","passed","Fri Feb 13 20:13:49 UTC 2026","","Iteration_2.api.CreateUsersDepositTest","Iteration_2.api.CreateUsersDepositTest","depositToIncorrectAcc"
"","0","transferWithInvalidData(Double, String)","","Fri Feb 13 20:13:46 UTC 2026","skipped","Fri Feb 13 20:13:46 UTC 2026","","Iteration_1.api.TransferWithFraudCheckTest","Iteration_1.api.TransferWithFraudCheckTest","transferWithInvalidData"
"","3","changeNameWithCorrectData()","","Fri Feb 13 20:13:41 UTC 2026","skipped","Fri Feb 13 20:13:41 UTC 2026","","Iteration_2.ui.ChangeNameProfileTest","Iteration_2.ui.ChangeNameProfileTest","changeNameWithCorrectData"
"","3968","transferWithInvalidData(Long, Long, Double, String) [3] User1ID=6, User2ID=7, amount=10000.1, errorValue=Transfer amount cannot exceed 10000","","Fri Feb 13 20:13:45 UTC 2026","passed","Fri Feb 13 20:13:49 UTC 2026","","Iteration_2.api.CreateUserTransfersTest","Iteration_2.api.CreateUserTransfersTest","transferWithInvalidData"
"","96","adminCanLoginWithCorrectDataTest()","","Fri Feb 13 20:13:45 UTC 2026","broken","Fri Feb 13 20:13:45 UTC 2026","","Iteration_1.ui.LoginUserTest","Iteration_1.ui.LoginUserTest","adminCanLoginWithCorrectDataTest"
"","1564","adminCanNotCreateUserWithInvalidData(String, String, String, String, List) [1] username=  , password=Password33$, role=USER, errorKey=username, errorValues=[Username must contain only letters, digits, dashes, underscores, and dots, Username cannot be blank, Username must be between 3 and 15 characters]","","Fri Feb 13 20:13:45 UTC 2026","passed","Fri Feb 13 20:13:46 UTC 2026","","Iteration_1.api.CreateUserTest","Iteration_1.api.CreateUserTest","adminCanNotCreateUserWithInvalidData"
