"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","2691","transferWithInvalidData(Long, Long, Double, String) [2] User1ID=6, User2ID=7, amount=0.0, errorValue=Invalid transfer: insufficient funds or invalid accounts","","Fri Feb 13 20:31:02 UTC 2026","passed","Fri Feb 13 20:31:04 UTC 2026","","Iteration_2.api.CreateUserTransfersTest","Iteration_2.api.CreateUserTransfersTest","transferWithInvalidData"
"","664","userCanCreateAccountTest()","","Fri Feb 13 20:30:57 UTC 2026","broken","Fri Feb 13 20:30:58 UTC 2026","","Iteration_1.ui.CreateAccountTest","Iteration_1.ui.CreateAccountTest","userCanCreateAccountTest"
"","4232","userCanCreateAccountTest()","","Fri Feb 13 20:30:53 UTC 2026","passed","Fri Feb 13 20:30:57 UTC 2026","","Iteration_1.api.CreateAccountTest","Iteration_1.api.CreateAccountTest","userCanCreateAccountTest"
"","3458","depositToForeignAcc()","","Fri Feb 13 20:31:00 UTC 2026","passed","Fri Feb 13 20:31:03 UTC 2026","","Iteration_2.api.CreateUsersDepositTest","Iteration_2.api.CreateUsersDepositTest","depositToForeignAcc"
"","1966","depositWithInvalidData(double, String) [1] balance=-0.1, errorValue=Invalid account or amount","","Fri Feb 13 20:31:00 UTC 2026","passed","Fri Feb 13 20:31:02 UTC 2026","","Iteration_2.api.CreateUsersDepositTest","Iteration_2.api.CreateUsersDepositTest","depositWithInvalidData"
"","0","transferWithInvalidData(Double, String)","","Fri Feb 13 20:30:58 UTC 2026","skipped","Fri Feb 13 20:30:58 UTC 2026","","Iteration_1.api.TransferWithFraudCheckTest","Iteration_1.api.TransferWithFraudCheckTest","transferWithInvalidData"
"","0","UpdateCustomerProfile()","","Fri Feb 13 20:30:57 UTC 2026","skipped","Fri Feb 13 20:30:57 UTC 2026","","Iteration_2.api.ChangeNameProfileTest","Iteration_2.api.ChangeNameProfileTest","UpdateCustomerProfile"
"","1","changeNameWithCorrectData()","","Fri Feb 13 20:30:53 UTC 2026","skipped","Fri Feb 13 20:30:53 UTC 2026","","Iteration_2.ui.ChangeNameProfileTest","Iteration_2.ui.ChangeNameProfileTest","changeNameWithCorrectData"
"","3436","transferWIthCorrectValue()","","Fri Feb 13 20:30:53 UTC 2026","broken","Fri Feb 13 20:30:56 UTC 2026","","Iteration_2.ui.CreateUserTransferTest","Iteration_2.ui.CreateUserTransferTest","transferWIthCorrectValue"
"","0","UpdateCustomerProfileNameWithInvalidData(String)","","Fri Feb 13 20:30:57 UTC 2026","skipped","Fri Feb 13 20:30:57 UTC 2026","","Iteration_2.api.ChangeNameProfileTest","Iteration_2.api.ChangeNameProfileTest","UpdateCustomerProfileNameWithInvalidData"
