"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","0","changeNameWithIncorrectData()","","Fri Feb 13 14:57:20 UTC 2026","skipped","Fri Feb 13 14:57:20 UTC 2026","","Iteration_2.ui.ChangeNameProfileTest","Iteration_2.ui.ChangeNameProfileTest","changeNameWithIncorrectData"
"","1284","transferToNonExistAcc()","","Fri Feb 13 14:57:21 UTC 2026","failed","Fri Feb 13 14:57:22 UTC 2026","","Iteration_2.ui.CreateUserTransferTest","Iteration_2.ui.CreateUserTransferTest","transferToNonExistAcc"
"","1132","adminCanLoginWithCorrectDataTest()","","Fri Feb 13 14:57:20 UTC 2026","broken","Fri Feb 13 14:57:21 UTC 2026","","Iteration_1.ui.LoginUserTest","Iteration_1.ui.LoginUserTest","adminCanLoginWithCorrectDataTest"
"","2617","userCreateDeposit()","","Fri Feb 13 14:57:20 UTC 2026","failed","Fri Feb 13 14:57:22 UTC 2026","","Iteration_2.ui.CreateUserDepositTest","Iteration_2.ui.CreateUserDepositTest","userCreateDeposit"
"","2621","userCanCreateAccountTest()","","Fri Feb 13 14:57:20 UTC 2026","failed","Fri Feb 13 14:57:22 UTC 2026","","Iteration_1.ui.CreateAccountTest","Iteration_1.ui.CreateAccountTest","userCanCreateAccountTest"
"","1","changeNameWithCorrectData()","","Fri Feb 13 14:57:20 UTC 2026","skipped","Fri Feb 13 14:57:20 UTC 2026","","Iteration_2.ui.ChangeNameProfileTest","Iteration_2.ui.ChangeNameProfileTest","changeNameWithCorrectData"
"","1311","userCanLoginWithCorrectDataTest()","","Fri Feb 13 14:57:21 UTC 2026","failed","Fri Feb 13 14:57:22 UTC 2026","","Iteration_1.ui.LoginUserTest","Iteration_1.ui.LoginUserTest","userCanLoginWithCorrectDataTest"
"","1435","depositInvalidValue()","","Fri Feb 13 14:57:21 UTC 2026","failed","Fri Feb 13 14:57:22 UTC 2026","","Iteration_2.ui.CreateUserDepositTest","Iteration_2.ui.CreateUserDepositTest","depositInvalidValue"
"","137","adminCanNotCreateWithInvalidDataTest()","","Fri Feb 13 14:57:21 UTC 2026","broken","Fri Feb 13 14:57:21 UTC 2026","","Iteration_1.ui.CreateUserTest","Iteration_1.ui.CreateUserTest","adminCanNotCreateWithInvalidDataTest"
"","168","adminCanCreateUserTest()","","Fri Feb 13 14:57:21 UTC 2026","broken","Fri Feb 13 14:57:21 UTC 2026","","Iteration_1.ui.CreateUserTest","Iteration_1.ui.CreateUserTest","adminCanCreateUserTest"
"","2621","transferWIthCorrectValue()","","Fri Feb 13 14:57:20 UTC 2026","failed","Fri Feb 13 14:57:22 UTC 2026","","Iteration_2.ui.CreateUserTransferTest","Iteration_2.ui.CreateUserTransferTest","transferWIthCorrectValue"
