"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","4121","transferWithInvalidData(Long, Long, Double, String) [3] User1ID=6, User2ID=7, amount=10000.1, errorValue=Transfer amount cannot exceed 10000","","Sat Feb 14 07:49:03 UTC 2026","passed","Sat Feb 14 07:49:07 UTC 2026","","Iteration_2.api.CreateUserTransfersTest","Iteration_2.api.CreateUserTransfersTest","transferWithInvalidData"
"","297","adminCanNotCreateUserWithInvalidData(String, String, String, String, List) [2] username=ab, password=Password33$, role=USER, errorKey=username, errorValues=[Username must be between 3 and 15 characters]","","Sat Feb 14 07:49:04 UTC 2026","passed","Sat Feb 14 07:49:05 UTC 2026","","Iteration_1.api.CreateUserTest","Iteration_1.api.CreateUserTest","adminCanNotCreateUserWithInvalidData"
"","0","UpdateCustomerProfileNameWithInvalidData(String)","","Sat Feb 14 07:49:03 UTC 2026","skipped","Sat Feb 14 07:49:03 UTC 2026","","Iteration_2.api.ChangeNameProfileTest","Iteration_2.api.ChangeNameProfileTest","UpdateCustomerProfileNameWithInvalidData"
"","3500","UsersDepositCorrectSum()","","Sat Feb 14 07:49:03 UTC 2026","passed","Sat Feb 14 07:49:06 UTC 2026","","Iteration_2.api.CreateUsersDepositTest","Iteration_2.api.CreateUsersDepositTest","UsersDepositCorrectSum"
"","4439","tranfserValidSumm()","","Sat Feb 14 07:49:05 UTC 2026","passed","Sat Feb 14 07:49:09 UTC 2026","","Iteration_2.api.CreateUserTransfersTest","Iteration_2.api.CreateUserTransfersTest","tranfserValidSumm"
"","3916","transferWIthCorrectValue()","","Sat Feb 14 07:48:59 UTC 2026","broken","Sat Feb 14 07:49:03 UTC 2026","","Iteration_2.ui.CreateUserTransferTest","Iteration_2.ui.CreateUserTransferTest","transferWIthCorrectValue"
"","544","depositInvalidValue()","","Sat Feb 14 07:49:02 UTC 2026","broken","Sat Feb 14 07:49:03 UTC 2026","","Iteration_2.ui.CreateUserDepositTest","Iteration_2.ui.CreateUserDepositTest","depositInvalidValue"
"","3075","depositToForeignAcc()","","Sat Feb 14 07:49:06 UTC 2026","passed","Sat Feb 14 07:49:09 UTC 2026","","Iteration_2.api.CreateUsersDepositTest","Iteration_2.api.CreateUsersDepositTest","depositToForeignAcc"
"","314","adminCanCreateUserWithCorrectData()","","Sat Feb 14 07:49:05 UTC 2026","passed","Sat Feb 14 07:49:05 UTC 2026","","Iteration_1.api.CreateUserTest","Iteration_1.api.CreateUserTest","adminCanCreateUserWithCorrectData"
"","1987","transferWithInvalidData(Long, Long, Double, String) [1] User1ID=6, User2ID=7, amount=-0.1, errorValue=Invalid transfer: insufficient funds or invalid accounts","","Sat Feb 14 07:49:08 UTC 2026","passed","Sat Feb 14 07:49:10 UTC 2026","","Iteration_2.api.CreateUserTransfersTest","Iteration_2.api.CreateUserTransfersTest","transferWithInvalidData"
"","2713","transferWithInvalidData(Long, Long, Double, String) [2] User1ID=6, User2ID=7, amount=0.0, errorValue=Invalid transfer: insufficient funds or invalid accounts","","Sat Feb 14 07:49:07 UTC 2026","passed","Sat Feb 14 07:49:10 UTC 2026","","Iteration_2.api.CreateUserTransfersTest","Iteration_2.api.CreateUserTransfersTest","transferWithInvalidData"
"","4116","userCanCreateAccountTest()","","Sat Feb 14 07:48:59 UTC 2026","passed","Sat Feb 14 07:49:03 UTC 2026","","Iteration_1.api.CreateAccountTest","Iteration_1.api.CreateAccountTest","userCanCreateAccountTest"
"","576","userCanLoginWithCorrectDataTest()","","Sat Feb 14 07:49:04 UTC 2026","broken","Sat Feb 14 07:49:05 UTC 2026","","Iteration_1.ui.LoginUserTest","Iteration_1.ui.LoginUserTest","userCanLoginWithCorrectDataTest"
"","68","adminCanCreateUserTest()","","Sat Feb 14 07:49:04 UTC 2026","broken","Sat Feb 14 07:49:04 UTC 2026","","Iteration_1.ui.CreateUserTest","Iteration_1.ui.CreateUserTest","adminCanCreateUserTest"
"","1311","transferToNonExistAcc()","","Sat Feb 14 07:49:03 UTC 2026","broken","Sat Feb 14 07:49:04 UTC 2026","","Iteration_2.ui.CreateUserTransferTest","Iteration_2.ui.CreateUserTransferTest","transferToNonExistAcc"
"","0","testTransferWithFraudCheck()","","Sat Feb 14 07:49:05 UTC 2026","skipped","Sat Feb 14 07:49:05 UTC 2026","","Iteration_1.api.TransferWithFraudCheckTest","Iteration_1.api.TransferWithFraudCheckTest","testTransferWithFraudCheck"
