"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","757","userCanGenerateAuthTokenTest()","","Sat Feb 14 09:54:08 UTC 2026","passed","Sat Feb 14 09:54:09 UTC 2026","","Iteration_1.api.LoginUserTest","Iteration_1.api.LoginUserTest","userCanGenerateAuthTokenTest"
"","4883","userCanCreateAccountTest()","","Sat Feb 14 09:54:01 UTC 2026","passed","Sat Feb 14 09:54:06 UTC 2026","","Iteration_1.api.CreateAccountTest","Iteration_1.api.CreateAccountTest","userCanCreateAccountTest"
"","95","adminCanCreateUserTest()","","Sat Feb 14 09:54:07 UTC 2026","broken","Sat Feb 14 09:54:07 UTC 2026","","Iteration_1.ui.CreateUserTest","Iteration_1.ui.CreateUserTest","adminCanCreateUserTest"
"","1956","adminCanNotCreateUserWithInvalidData(String, String, String, String, List) [1] username=  , password=Password33$, role=USER, errorKey=username, errorValues=[Username must contain only letters, digits, dashes, underscores, and dots, Username cannot be blank, Username must be between 3 and 15 characters]","","Sat Feb 14 09:54:06 UTC 2026","passed","Sat Feb 14 09:54:08 UTC 2026","","Iteration_1.api.CreateUserTest","Iteration_1.api.CreateUserTest","adminCanNotCreateUserWithInvalidData"
"","462","adminCanCreateUserWithCorrectData()","","Sat Feb 14 09:54:08 UTC 2026","passed","Sat Feb 14 09:54:08 UTC 2026","","Iteration_1.api.CreateUserTest","Iteration_1.api.CreateUserTest","adminCanCreateUserWithCorrectData"
"","0","transferWithInvalidData(Double, String)","","Sat Feb 14 09:54:08 UTC 2026","skipped","Sat Feb 14 09:54:08 UTC 2026","","Iteration_1.api.TransferWithFraudCheckTest","Iteration_1.api.TransferWithFraudCheckTest","transferWithInvalidData"
"","4916","transferWithBalanceLessTransferSumm()","","Sat Feb 14 09:54:08 UTC 2026","passed","Sat Feb 14 09:54:13 UTC 2026","","Iteration_2.api.CreateUserTransfersTest","Iteration_2.api.CreateUserTransfersTest","transferWithBalanceLessTransferSumm"
"","182","adminCanLoginWithCorrectDataTest()","","Sat Feb 14 09:54:06 UTC 2026","broken","Sat Feb 14 09:54:07 UTC 2026","","Iteration_1.ui.LoginUserTest","Iteration_1.ui.LoginUserTest","adminCanLoginWithCorrectDataTest"
"","4232","userCreateDeposit()","","Sat Feb 14 09:54:01 UTC 2026","broken","Sat Feb 14 09:54:06 UTC 2026","","Iteration_2.ui.CreateUserDepositTest","Iteration_2.ui.CreateUserDepositTest","userCreateDeposit"
"","2405","depositWithInvalidData(double, String) [1] balance=-0.1, errorValue=Invalid account or amount","","Sat Feb 14 09:54:11 UTC 2026","passed","Sat Feb 14 09:54:13 UTC 2026","","Iteration_2.api.CreateUsersDepositTest","Iteration_2.api.CreateUsersDepositTest","depositWithInvalidData"
"","833","userCanLoginWithCorrectDataTest()","","Sat Feb 14 09:54:07 UTC 2026","broken","Sat Feb 14 09:54:07 UTC 2026","","Iteration_1.ui.LoginUserTest","Iteration_1.ui.LoginUserTest","userCanLoginWithCorrectDataTest"
"","1","changeNameWithCorrectData()","","Sat Feb 14 09:54:01 UTC 2026","skipped","Sat Feb 14 09:54:01 UTC 2026","","Iteration_2.ui.ChangeNameProfileTest","Iteration_2.ui.ChangeNameProfileTest","changeNameWithCorrectData"
"","0","changeNameWithIncorrectData()","","Sat Feb 14 09:54:01 UTC 2026","skipped","Sat Feb 14 09:54:01 UTC 2026","","Iteration_2.ui.ChangeNameProfileTest","Iteration_2.ui.ChangeNameProfileTest","changeNameWithIncorrectData"
"","4246","UsersDepositCorrectSum()","","Sat Feb 14 09:54:06 UTC 2026","passed","Sat Feb 14 09:54:10 UTC 2026","","Iteration_2.api.CreateUsersDepositTest","Iteration_2.api.CreateUsersDepositTest","UsersDepositCorrectSum"
"","0","testTransferWithFraudCheck()","","Sat Feb 14 09:54:08 UTC 2026","skipped","Sat Feb 14 09:54:08 UTC 2026","","Iteration_1.api.TransferWithFraudCheckTest","Iteration_1.api.TransferWithFraudCheckTest","testTransferWithFraudCheck"
"","3695","depositToForeignAcc()","","Sat Feb 14 09:54:10 UTC 2026","passed","Sat Feb 14 09:54:14 UTC 2026","","Iteration_2.api.CreateUsersDepositTest","Iteration_2.api.CreateUsersDepositTest","depositToForeignAcc"
"","2666","transferWithInvalidData(Long, Long, Double, String) [1] User1ID=6, User2ID=7, amount=-0.1, errorValue=Invalid transfer: insufficient funds or invalid accounts","","Sat Feb 14 09:54:13 UTC 2026","passed","Sat Feb 14 09:54:16 UTC 2026","","Iteration_2.api.CreateUserTransfersTest","Iteration_2.api.CreateUserTransfersTest","transferWithInvalidData"
"","298","adminCanGenerateAuthTokenTest()","","Sat Feb 14 09:54:08 UTC 2026","passed","Sat Feb 14 09:54:08 UTC 2026","","Iteration_1.api.LoginUserTest","Iteration_1.api.LoginUserTest","adminCanGenerateAuthTokenTest"
"","2067","depositToIncorrectAcc()","","Sat Feb 14 09:54:09 UTC 2026","passed","Sat Feb 14 09:54:11 UTC 2026","","Iteration_2.api.CreateUsersDepositTest","Iteration_2.api.CreateUsersDepositTest","depositToIncorrectAcc"
"","5258","transferWithInvalidData(Long, Long, Double, String) [3] User1ID=6, User2ID=7, amount=10000.1, errorValue=Transfer amount cannot exceed 10000","","Sat Feb 14 09:54:06 UTC 2026","passed","Sat Feb 14 09:54:12 UTC 2026","","Iteration_2.api.CreateUserTransfersTest","Iteration_2.api.CreateUserTransfersTest","transferWithInvalidData"
"","0","UpdateCustomerProfile()","","Sat Feb 14 09:54:06 UTC 2026","skipped","Sat Feb 14 09:54:06 UTC 2026","","Iteration_2.api.ChangeNameProfileTest","Iteration_2.api.ChangeNameProfileTest","UpdateCustomerProfile"
"","1317","transferToNonExistAcc()","","Sat Feb 14 09:54:06 UTC 2026","broken","Sat Feb 14 09:54:07 UTC 2026","","Iteration_2.ui.CreateUserTransferTest","Iteration_2.ui.CreateUserTransferTest","transferToNonExistAcc"
"","0","UpdateCustomerProfileNameWithInvalidData(String)","","Sat Feb 14 09:54:06 UTC 2026","skipped","Sat Feb 14 09:54:06 UTC 2026","","Iteration_2.api.ChangeNameProfileTest","Iteration_2.api.ChangeNameProfileTest","UpdateCustomerProfileNameWithInvalidData"
"","4221","transferWIthCorrectValue()","","Sat Feb 14 09:54:01 UTC 2026","broken","Sat Feb 14 09:54:06 UTC 2026","","Iteration_2.ui.CreateUserTransferTest","Iteration_2.ui.CreateUserTransferTest","transferWIthCorrectValue"
"","445","depositInvalidValue()","","Sat Feb 14 09:54:05 UTC 2026","broken","Sat Feb 14 09:54:06 UTC 2026","","Iteration_2.ui.CreateUserDepositTest","Iteration_2.ui.CreateUserDepositTest","depositInvalidValue"
"","69","adminCanNotCreateWithInvalidDataTest()","","Sat Feb 14 09:54:07 UTC 2026","broken","Sat Feb 14 09:54:07 UTC 2026","","Iteration_1.ui.CreateUserTest","Iteration_1.ui.CreateUserTest","adminCanNotCreateWithInvalidDataTest"
"","523","adminCanNotCreateUserWithInvalidData(String, String, String, String, List) [2] username=ab, password=Password33$, role=USER, errorKey=username, errorValues=[Username must be between 3 and 15 characters]","","Sat Feb 14 09:54:08 UTC 2026","passed","Sat Feb 14 09:54:09 UTC 2026","","Iteration_1.api.CreateUserTest","Iteration_1.api.CreateUserTest","adminCanNotCreateUserWithInvalidData"
"","3118","depositWithInvalidData(double, String) [3] balance=5000.1, errorValue=Deposit amount exceeds the 5000 limit","","Sat Feb 14 09:54:09 UTC 2026","passed","Sat Feb 14 09:54:12 UTC 2026","","Iteration_2.api.CreateUsersDepositTest","Iteration_2.api.CreateUsersDepositTest","depositWithInvalidData"
"","552","getAllUsersAsList()","","Sat Feb 14 09:54:06 UTC 2026","passed","Sat Feb 14 09:54:06 UTC 2026","","Iteration_2.api.GetAllUsersTest","Iteration_2.api.GetAllUsersTest","getAllUsersAsList"
"","463","userCanCreateAccountTest()","","Sat Feb 14 09:54:07 UTC 2026","broken","Sat Feb 14 09:54:08 UTC 2026","","Iteration_1.ui.CreateAccountTest","Iteration_1.ui.CreateAccountTest","userCanCreateAccountTest"
"","3078","transferWithInvalidData(Long, Long, Double, String) [2] User1ID=6, User2ID=7, amount=0.0, errorValue=Invalid transfer: insufficient funds or invalid accounts","","Sat Feb 14 09:54:12 UTC 2026","passed","Sat Feb 14 09:54:15 UTC 2026","","Iteration_2.api.CreateUserTransfersTest","Iteration_2.api.CreateUserTransfersTest","transferWithInvalidData"
"","5524","tranfserValidSumm()","","Sat Feb 14 09:54:09 UTC 2026","passed","Sat Feb 14 09:54:14 UTC 2026","","Iteration_2.api.CreateUserTransfersTest","Iteration_2.api.CreateUserTransfersTest","tranfserValidSumm"
"","7723","depositWithInvalidData(double, String) [2] balance=0.0, errorValue=Invalid account or amount","","Sat Feb 14 09:54:02 UTC 2026","passed","Sat Feb 14 09:54:09 UTC 2026","","Iteration_2.api.CreateUsersDepositTest","Iteration_2.api.CreateUsersDepositTest","depositWithInvalidData"
