"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","1052","transferToNonExistAcc()","","Sat Feb 14 09:51:42 UTC 2026","broken","Sat Feb 14 09:51:43 UTC 2026","","Iteration_2.ui.CreateUserTransferTest","Iteration_2.ui.CreateUserTransferTest","transferToNonExistAcc"
"","3608","transferWIthCorrectValue()","","Sat Feb 14 09:51:39 UTC 2026","broken","Sat Feb 14 09:51:42 UTC 2026","","Iteration_2.ui.CreateUserTransferTest","Iteration_2.ui.CreateUserTransferTest","transferWIthCorrectValue"
"","1284","depositToIncorrectAcc()","","Sat Feb 14 09:51:47 UTC 2026","passed","Sat Feb 14 09:51:48 UTC 2026","","Iteration_2.api.CreateUsersDepositTest","Iteration_2.api.CreateUsersDepositTest","depositToIncorrectAcc"
"","0","UpdateCustomerProfileNameWithInvalidData(String)","","Sat Feb 14 09:51:43 UTC 2026","skipped","Sat Feb 14 09:51:43 UTC 2026","","Iteration_2.api.ChangeNameProfileTest","Iteration_2.api.ChangeNameProfileTest","UpdateCustomerProfileNameWithInvalidData"
"","3751","transferWithBalanceLessTransferSumm()","","Sat Feb 14 09:51:44 UTC 2026","passed","Sat Feb 14 09:51:48 UTC 2026","","Iteration_2.api.CreateUserTransfersTest","Iteration_2.api.CreateUserTransfersTest","transferWithBalanceLessTransferSumm"
"","2261","transferWithInvalidData(Long, Long, Double, String) [1] User1ID=6, User2ID=7, amount=-0.1, errorValue=Invalid transfer: insufficient funds or invalid accounts","","Sat Feb 14 09:51:48 UTC 2026","passed","Sat Feb 14 09:51:50 UTC 2026","","Iteration_2.api.CreateUserTransfersTest","Iteration_2.api.CreateUserTransfersTest","transferWithInvalidData"
"","1440","adminCanNotCreateUserWithInvalidData(String, String, String, String, List) [1] username=  , password=Password33$, role=USER, errorKey=username, errorValues=[Username must contain only letters, digits, dashes, underscores, and dots, Username cannot be blank, Username must be between 3 and 15 characters]","","Sat Feb 14 09:51:43 UTC 2026","passed","Sat Feb 14 09:51:44 UTC 2026","","Iteration_1.api.CreateUserTest","Iteration_1.api.CreateUserTest","adminCanNotCreateUserWithInvalidData"
"","0","changeNameWithIncorrectData()","","Sat Feb 14 09:51:39 UTC 2026","skipped","Sat Feb 14 09:51:39 UTC 2026","","Iteration_2.ui.ChangeNameProfileTest","Iteration_2.ui.ChangeNameProfileTest","changeNameWithIncorrectData"
"","1963","depositToForeignAcc()","","Sat Feb 14 09:51:48 UTC 2026","passed","Sat Feb 14 09:51:50 UTC 2026","","Iteration_2.api.CreateUsersDepositTest","Iteration_2.api.CreateUsersDepositTest","depositToForeignAcc"
"","2170","depositWithInvalidData(double, String) [3] balance=5000.1, errorValue=Deposit amount exceeds the 5000 limit","","Sat Feb 14 09:51:45 UTC 2026","passed","Sat Feb 14 09:51:48 UTC 2026","","Iteration_2.api.CreateUsersDepositTest","Iteration_2.api.CreateUsersDepositTest","depositWithInvalidData"
