"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","3146","transferWithInvalidData(Long, Long, Double, String) [1] User1ID=6, User2ID=8, amount=-0.1, errorValue=Invalid transfer: insufficient funds or invalid accounts","","Sat Feb 14 11:21:02 UTC 2026","passed","Sat Feb 14 11:21:05 UTC 2026","","Iteration_2.api.CreateUserTransfersTest","Iteration_2.api.CreateUserTransfersTest","transferWithInvalidData"
"","211","adminCanLoginWithCorrectDataTest()","","Sat Feb 14 11:20:57 UTC 2026","broken","Sat Feb 14 11:20:57 UTC 2026","","Iteration_1.ui.LoginUserTest","Iteration_1.ui.LoginUserTest","adminCanLoginWithCorrectDataTest"
"","3359","transferWIthCorrectValue()","","Sat Feb 14 11:20:53 UTC 2026","broken","Sat Feb 14 11:20:57 UTC 2026","","Iteration_2.ui.CreateUserTransferTest","Iteration_2.ui.CreateUserTransferTest","transferWIthCorrectValue"
"","0","UpdateCustomerProfileNameWithInvalidData(String)","","Sat Feb 14 11:20:57 UTC 2026","skipped","Sat Feb 14 11:20:57 UTC 2026","","Iteration_2.api.ChangeNameProfileTest","Iteration_2.api.ChangeNameProfileTest","UpdateCustomerProfileNameWithInvalidData"
"","4728","transferWithInvalidData(Long, Long, Double, String) [2] User1ID=6, User2ID=8, amount=0.0, errorValue=Invalid transfer: insufficient funds or invalid accounts","","Sat Feb 14 11:21:00 UTC 2026","passed","Sat Feb 14 11:21:05 UTC 2026","","Iteration_2.api.CreateUserTransfersTest","Iteration_2.api.CreateUserTransfersTest","transferWithInvalidData"
"","607","depositInvalidValue()","","Sat Feb 14 11:20:57 UTC 2026","broken","Sat Feb 14 11:20:57 UTC 2026","","Iteration_2.ui.CreateUserDepositTest","Iteration_2.ui.CreateUserDepositTest","depositInvalidValue"
"","4368","depositToForeignAcc()","","Sat Feb 14 11:20:59 UTC 2026","passed","Sat Feb 14 11:21:04 UTC 2026","","Iteration_2.api.CreateUsersDepositTest","Iteration_2.api.CreateUsersDepositTest","depositToForeignAcc"
"","2","changeNameWithCorrectData()","","Sat Feb 14 11:20:53 UTC 2026","skipped","Sat Feb 14 11:20:53 UTC 2026","","Iteration_2.ui.ChangeNameProfileTest","Iteration_2.ui.ChangeNameProfileTest","changeNameWithCorrectData"
"","0","testTransferWithFraudCheck()","","Sat Feb 14 11:20:57 UTC 2026","skipped","Sat Feb 14 11:20:57 UTC 2026","","Iteration_1.api.TransferWithFraudCheckTest","Iteration_1.api.TransferWithFraudCheckTest","testTransferWithFraudCheck"
"","5801","transferWithBalanceLessTransferSumm()","","Sat Feb 14 11:20:58 UTC 2026","passed","Sat Feb 14 11:21:04 UTC 2026","","Iteration_2.api.CreateUserTransfersTest","Iteration_2.api.CreateUserTransfersTest","transferWithBalanceLessTransferSumm"
"","0","changeNameWithIncorrectData()","","Sat Feb 14 11:20:54 UTC 2026","skipped","Sat Feb 14 11:20:54 UTC 2026","","Iteration_2.ui.ChangeNameProfileTest","Iteration_2.ui.ChangeNameProfileTest","changeNameWithIncorrectData"
"","1","UpdateCustomerProfile()","","Sat Feb 14 11:20:57 UTC 2026","skipped","Sat Feb 14 11:20:57 UTC 2026","","Iteration_2.api.ChangeNameProfileTest","Iteration_2.api.ChangeNameProfileTest","UpdateCustomerProfile"
"","2894","depositWithInvalidData(double, String) [3] balance=5000.1, errorValue=Deposit amount exceeds the 5000 limit","","Sat Feb 14 11:21:00 UTC 2026","passed","Sat Feb 14 11:21:03 UTC 2026","","Iteration_2.api.CreateUsersDepositTest","Iteration_2.api.CreateUsersDepositTest","depositWithInvalidData"
"","3481","UsersDepositCorrectSum()","","Sat Feb 14 11:20:58 UTC 2026","passed","Sat Feb 14 11:21:02 UTC 2026","","Iteration_2.api.CreateUsersDepositTest","Iteration_2.api.CreateUsersDepositTest","UsersDepositCorrectSum"
"","3364","userCreateDeposit()","","Sat Feb 14 11:20:53 UTC 2026","broken","Sat Feb 14 11:20:57 UTC 2026","","Iteration_2.ui.CreateUserDepositTest","Iteration_2.ui.CreateUserDepositTest","userCreateDeposit"
"","790","adminCanGenerateAuthTokenTest()","","Sat Feb 14 11:20:57 UTC 2026","passed","Sat Feb 14 11:20:58 UTC 2026","","Iteration_1.api.LoginUserTest","Iteration_1.api.LoginUserTest","adminCanGenerateAuthTokenTest"
"","511","adminCanNotCreateUserWithInvalidData(String, String, String, String, List) [1] username=  , password=Password33$, role=USER, errorKey=username, errorValues=[Username must contain only letters, digits, dashes, underscores, and dots, Username cannot be blank, Username must be between 3 and 15 characters]","","Sat Feb 14 11:20:59 UTC 2026","passed","Sat Feb 14 11:20:59 UTC 2026","","Iteration_1.api.CreateUserTest","Iteration_1.api.CreateUserTest","adminCanNotCreateUserWithInvalidData"
"","2246","transferToNonExistAcc()","","Sat Feb 14 11:20:55 UTC 2026","broken","Sat Feb 14 11:20:57 UTC 2026","","Iteration_2.ui.CreateUserTransferTest","Iteration_2.ui.CreateUserTransferTest","transferToNonExistAcc"
"","45","adminCanNotCreateWithInvalidDataTest()","","Sat Feb 14 11:20:57 UTC 2026","broken","Sat Feb 14 11:20:57 UTC 2026","","Iteration_1.ui.CreateUserTest","Iteration_1.ui.CreateUserTest","adminCanNotCreateWithInvalidDataTest"
"","2594","depositToIncorrectAcc()","","Sat Feb 14 11:20:59 UTC 2026","passed","Sat Feb 14 11:21:02 UTC 2026","","Iteration_2.api.CreateUsersDepositTest","Iteration_2.api.CreateUsersDepositTest","depositToIncorrectAcc"
"","4194","userCanCreateAccountTest()","","Sat Feb 14 11:20:53 UTC 2026","passed","Sat Feb 14 11:20:58 UTC 2026","","Iteration_1.api.CreateAccountTest","Iteration_1.api.CreateAccountTest","userCanCreateAccountTest"
"","914","adminCanCreateUserWithCorrectData()","","Sat Feb 14 11:20:58 UTC 2026","passed","Sat Feb 14 11:20:59 UTC 2026","","Iteration_1.api.CreateUserTest","Iteration_1.api.CreateUserTest","adminCanCreateUserWithCorrectData"
"","973","userCanCreateAccountTest()","","Sat Feb 14 11:20:57 UTC 2026","broken","Sat Feb 14 11:20:58 UTC 2026","","Iteration_1.ui.CreateAccountTest","Iteration_1.ui.CreateAccountTest","userCanCreateAccountTest"
