"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","1569","depositWithInvalidData(double, String) [2] balance=0.0, errorValue=Invalid account or amount","","Fri Feb 13 20:20:25 UTC 2026","broken","Fri Feb 13 20:20:26 UTC 2026","","Iteration_2.api.CreateUsersDepositTest","Iteration_2.api.CreateUsersDepositTest","depositWithInvalidData"
"","68","getAllUsersAsList()","","Fri Feb 13 20:20:26 UTC 2026","broken","Fri Feb 13 20:20:26 UTC 2026","","Iteration_2.api.GetAllUsersTest","Iteration_2.api.GetAllUsersTest","getAllUsersAsList"
"","75","transferToNonExistAcc()","","Fri Feb 13 20:20:26 UTC 2026","broken","Fri Feb 13 20:20:26 UTC 2026","","Iteration_2.ui.CreateUserTransferTest","Iteration_2.ui.CreateUserTransferTest","transferToNonExistAcc"
"","62","depositWithInvalidData(double, String) [3] balance=5000.1, errorValue=Deposit amount exceeds the 5000 limit","","Fri Feb 13 20:20:26 UTC 2026","broken","Fri Feb 13 20:20:26 UTC 2026","","Iteration_2.api.CreateUsersDepositTest","Iteration_2.api.CreateUsersDepositTest","depositWithInvalidData"
"","1791","userCanCreateAccountTest()","","Fri Feb 13 20:20:24 UTC 2026","broken","Fri Feb 13 20:20:26 UTC 2026","","Iteration_1.api.CreateAccountTest","Iteration_1.api.CreateAccountTest","userCanCreateAccountTest"
"","0","UpdateCustomerProfile()","","Fri Feb 13 20:20:26 UTC 2026","skipped","Fri Feb 13 20:20:26 UTC 2026","","Iteration_2.api.ChangeNameProfileTest","Iteration_2.api.ChangeNameProfileTest","UpdateCustomerProfile"
"","1778","userCreateDeposit()","","Fri Feb 13 20:20:24 UTC 2026","broken","Fri Feb 13 20:20:26 UTC 2026","","Iteration_2.ui.CreateUserDepositTest","Iteration_2.ui.CreateUserDepositTest","userCreateDeposit"
"","78","depositWithInvalidData(double, String) [1] balance=-0.1, errorValue=Invalid account or amount","","Fri Feb 13 20:20:26 UTC 2026","broken","Fri Feb 13 20:20:26 UTC 2026","","Iteration_2.api.CreateUsersDepositTest","Iteration_2.api.CreateUsersDepositTest","depositWithInvalidData"
"","72","depositToIncorrectAcc()","","Fri Feb 13 20:20:26 UTC 2026","broken","Fri Feb 13 20:20:26 UTC 2026","","Iteration_2.api.CreateUsersDepositTest","Iteration_2.api.CreateUsersDepositTest","depositToIncorrectAcc"
"","0","UpdateCustomerProfileNameWithInvalidData(String)","","Fri Feb 13 20:20:26 UTC 2026","skipped","Fri Feb 13 20:20:26 UTC 2026","","Iteration_2.api.ChangeNameProfileTest","Iteration_2.api.ChangeNameProfileTest","UpdateCustomerProfileNameWithInvalidData"
"","96","adminCanNotCreateUserWithInvalidData(String, String, String, String, List) [1] username=  , password=Password33$, role=USER, errorKey=username, errorValues=[Username must contain only letters, digits, dashes, underscores, and dots, Username cannot be blank, Username must be between 3 and 15 characters]","","Fri Feb 13 20:20:26 UTC 2026","broken","Fri Feb 13 20:20:26 UTC 2026","","Iteration_1.api.CreateUserTest","Iteration_1.api.CreateUserTest","adminCanNotCreateUserWithInvalidData"
